Material Number,Product Code,Description,MRP Group,Mat status,MRP Controller
MC-2395596/02,4VE,"BUCKET GP-HOE (610MM/24"" ROCK)",X005,Y1,NEY
MC-2395596/02,4VE,"BUCKET GP-HOE (610MM/24"" ROCK)",X005,Y1,NEY
MC-2395596/02,4VE,"BUCKET GP-HOE (610MM/24"" ROCK)",X005,Y1,NEY
MC-2548943/02,4VE,"BUCKET GP-HOE (610MM/24"" HICAP PERFORM)",X005,Y1,NEY
MC-2548943/02,4VE,"BUCKET GP-HOE (610MM/24"" HICAP PERFORM)",X005,Y1,NEY
MC-2548943/02,4VE,"BUCKET GP-HOE (610MM/24"" HICAP PERFORM)",X005,Y1,NEY
MC-2548943/02,4VE,"BUCKET GP-HOE (610MM/24"" HICAP PERFORM)",X005,Y1,NEY
MC-2548943/02,4VE,"BUCKET GP-HOE (610MM/24"" HICAP PERFORM)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-2395587/02,4VE,"BUCKET GP-HOE (610MM/24"" HEAVY DUTY)",X005,Y1,NEY
MC-4254293/03,4NO,BUCKET AR. (60 IN. MP),X005,Y1,EY
MC-2393375/JJ06,4KY,CORE AS.,X005,Y1,EY
MC-2223368/05,4AR,HEAD AS.,X005,Y1,EY
MC-5074479M/02,4PP,BRACKET AS. (AUGER-MHE 307/8),X005,Y1,EY
MC-2242209/05,4KE,BAR AS.,X005,Y1,EY
MC-2242208M/02A3,4KE,SHAFT AS.,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-6W8852/JJ08,4XF,CARRIAGE AS - FORK,X005,Y1,EY
MC-4266490/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266490/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266490/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266556/00,4NO,BUCKET AR,X005,Y1,EY
MC-2795564/02,4FO,BUCKET AS. (60 IN.) (GP BUCKET),X005,Y1,EY
MC-2795565/03,4FO,BUCKET AR. (60 IN.) (GP BUCKET),X005,Y1,EY
MC-2795574/03,4FO,BUCKET AR (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795574/03,4FO,BUCKET AR (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795577/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795575/03,4FO,BUCKET AR. (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795575/03,4FO,BUCKET AR. (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795569/03,4FO,BUCKET AR. (66 IN.) (GP BUCKET),X005,Y1,EY
MC-2795569/03,4FO,BUCKET AR. (66 IN.) (GP BUCKET),X005,Y1,EY
MC-5750497/00,4RG,THUMB GP,X005,Y1,EY
MC-5750497/00,4RG,THUMB GP,X005,Y1,EY
MC-5750497/00,4RG,THUMB GP,X005,Y1,EY
MC-5750497/00,4RG,THUMB GP,X005,Y1,EY
MC-5750497/00,4RG,THUMB GP,X005,Y1,EY
MC-2234285/JJ02,4RG,TINE AS.,X005,Y1,EY
MC-2234285/JJ02,4RG,TINE AS.,X005,Y1,EY
MC-2234285/JJ02,4RG,TINE AS.,X005,Y1,EY
MC-2234285/JJ02,4RG,TINE AS.,X005,Y1,EY
2234282,4RG,TINE AS.,X005,Y1,EY
MC-2234285/JJ02,4RG,TINE AS.,X005,Y1,EY
2234284,4RG,TINE AS.,X005,Y1,EY
2234284,4RG,TINE AS.,X005,Y1,EY
MC-2234285/JJ02,4RG,TINE AS.,X005,Y1,EY
2234282,4RG,TINE AS.,X005,Y1,EY
2234282,4RG,TINE AS.,X005,Y1,EY
MC-2259263/04,4AR,CUTTER GP,X005,Y1,EY
MC-2259263/04,4AR,CUTTER GP,X005,Y1,EY
MC-2223369/05,4AR,EXTENSION AS .,X005,Y1,EY
MC-2223369/05,4AR,EXTENSION AS .,X005,Y1,EY
MC-2223369/05,4AR,EXTENSION AS .,X005,Y1,EY
MC-2223369/05,4AR,EXTENSION AS .,X005,Y1,EY
MC-2223369/05,4AR,EXTENSION AS .,X005,Y1,EY
MC-2258804/04,4PY,CHASSIS AS. (AUGER - A26B),X005,Y1,EY
MC-2258804/04,4PY,CHASSIS AS. (AUGER - A26B),X005,Y1,EY
MC-2258804/04,4PY,CHASSIS AS. (AUGER - A26B),X005,Y1,EY
MC-3595587/JJ05,4KE,"BUCKET AS. (72"")",X005,Y1,EY
MC-3595587/JJ05,4KE,"BUCKET AS. (72"")",X005,Y1,EY
MC-3595587/JJ05,4KE,"BUCKET AS. (72"")",X005,Y1,EY
MC-3595587/JJ05,4KE,"BUCKET AS. (72"")",X005,Y1,EY
MC-3595587/JJ05,4KE,"BUCKET AS. (72"")",X005,Y1,EY
MC-3595587/JJ05,4KE,"BUCKET AS. (72"")",X005,Y1,EY
MC-2397366/06,4KR,FRAME AS.,X005,Y1,EY
MC-2397366/06,4KR,FRAME AS.,X005,Y1,EY
MC-2390284/06,4KR,FRAME AS.,X005,Y1,EY
MC-2390284/06,4KR,FRAME AS.,X005,Y1,EY
MC-2393375/JJ06,4KY,CORE AS.,X005,Y1,EY
MC-2393375/JJ06,4KY,CORE AS.,X005,Y1,EY
MC-2330342M/09,4RP,FRAME AS.- TOOL (AUGER- SSL),X005,Y1,EY
MC-2330342M/09,4RP,FRAME AS.- TOOL (AUGER- SSL),X005,Y1,EY
MC-2330342M/09,4RP,FRAME AS.- TOOL (AUGER- SSL),X005,Y1,EY
MC-2330342M/09,4RP,FRAME AS.- TOOL (AUGER- SSL),X005,Y1,EY
MC-2330342M/09,4RP,FRAME AS.- TOOL (AUGER- SSL),X005,Y1,EY
MC-5074479M/02,4PP,BRACKET AS. (AUGER-MHE 307/8),X005,Y1,EY
MC-5074479M/02,4PP,BRACKET AS. (AUGER-MHE 307/8),X005,Y1,EY
MC-2390459/02,4KR,DRUM AS.,X005,Y1,EY
MC-2390459/02,4KR,DRUM AS.,X005,Y1,EY
MC-2359588/05,4PP,BRACKET AS.,X005,Y1,EY
MC-2359588/05,4PP,BRACKET AS.,X005,Y1,EY
MC-2359588/05,4PP,BRACKET AS.,X005,Y1,EY
MC-5056723/JJ05,4KJ,LINK AS. - RH,X005,Y1,EY
MC-5074474M/05,4PE,BRACKET AS. (AUGER - 307/8),X005,Y1,EY
MC-5074474M/05,4PE,BRACKET AS. (AUGER - 307/8),X005,Y1,EY
MC-2223368/05,4AR,HEAD AS.,X005,Y1,EY
MC-2223368/05,4AR,HEAD AS.,X005,Y1,EY
MC-2223368/05,4AR,HEAD AS.,X005,Y1,EY
MC-2242235M/05A3,4KE,SHAFT AS.,X005,Y1,EY
MC-4649905/00,4NW,BUCKET GP-HOE,X005,Y1,MHR
MC-2795565/03,4FO,BUCKET AR. (60 IN.) (GP BUCKET),X005,Y1,EY
MC-2795575/03,4FO,BUCKET AR. (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795575/03,4FO,BUCKET AR. (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795575/03,4FO,BUCKET AR. (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795575/03,4FO,BUCKET AR. (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795575/03,4FO,BUCKET AR. (72 IN.) (GP BUCKET),X005,Y1,EY
MC-2795569/03,4FO,BUCKET AR. (66 IN.) (GP BUCKET),X005,Y1,EY
MC-2795569/03,4FO,BUCKET AR. (66 IN.) (GP BUCKET),X005,Y1,EY
MC-2795569/03,4FO,BUCKET AR. (66 IN.) (GP BUCKET),X005,Y1,EY
MC-2795569/03,4FO,BUCKET AR. (66 IN.) (GP BUCKET),X005,Y1,EY
MC-2795578/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795578/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795577/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795577/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795577/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795577/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795577/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-2795577/03,4FO,BUCKET AR (78 IN.) (GP BUCKET),X005,Y1,EY
MC-4266555/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266555/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266555/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266555/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266555/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266555/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266556/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266556/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266556/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266556/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266490/00,4NO,BUCKET AR,X005,Y1,EY
MC-4266490/00,4NO,BUCKET AR,X005,Y1,EY
